reasoner,ontology,classcount,time
Fl0wer,Ontology-zebrafish_anatomy.obo_ontology.ont,2196,766
Hermit,Ontology-zebrafish_anatomy.obo_ontology.ont,2196,119
Openllet,Ontology-zebrafish_anatomy.obo_ontology.ont,2196,224
JFact,Ontology-zebrafish_anatomy.obo_ontology.ont,2196,1174
Fl0wer,Ontology-zebrafish_anatomy.obo_ontology.ont,2196,617
Hermit,Ontology-zebrafish_anatomy.obo_ontology.ont,2196,127
Openllet,Ontology-zebrafish_anatomy.obo_ontology.ont,2196,219
JFact,Ontology-zebrafish_anatomy.obo_ontology.ont,2196,1107
Fl0wer,Ontology-zebrafish_anatomy.obo_ontology.ont,2196,604
Hermit,Ontology-zebrafish_anatomy.obo_ontology.ont,2196,119
Openllet,Ontology-zebrafish_anatomy.obo_ontology.ont,2196,226
JFact,Ontology-zebrafish_anatomy.obo_ontology.ont,2196,1010
Fl0wer,Ontology-zebrafish_anatomy.obo_ontology.ont,2196,847
Hermit,Ontology-zebrafish_anatomy.obo_ontology.ont,2196,272
Openllet,Ontology-zebrafish_anatomy.obo_ontology.ont,2196,246
JFact,Ontology-zebrafish_anatomy.obo_ontology.ont,2196,1037
Fl0wer,Ontology-zebrafish_anatomy.obo_ontology.ont,2196,676
Hermit,Ontology-zebrafish_anatomy.obo_ontology.ont,2196,142
Openllet,Ontology-zebrafish_anatomy.obo_ontology.ont,2196,232
JFact,Ontology-zebrafish_anatomy.obo_ontology.ont,2196,1120
Fl0wer,Ontology-zebrafish_anatomy.obo_ontology.ont,2196,464
Hermit,Ontology-zebrafish_anatomy.obo_ontology.ont,2196,172
Openllet,Ontology-zebrafish_anatomy.obo_ontology.ont,2196,223
JFact,Ontology-zebrafish_anatomy.obo_ontology.ont,2196,1152
Fl0wer,Ontology-zebrafish_anatomy.obo_ontology.ont,2196,632
Hermit,Ontology-zebrafish_anatomy.obo_ontology.ont,2196,119
Openllet,Ontology-zebrafish_anatomy.obo_ontology.ont,2196,209
JFact,Ontology-zebrafish_anatomy.obo_ontology.ont,2196,1052
Fl0wer,Ontology-zebrafish_anatomy.obo_ontology.ont,2196,637
Hermit,Ontology-zebrafish_anatomy.obo_ontology.ont,2196,148
Openllet,Ontology-zebrafish_anatomy.obo_ontology.ont,2196,217
JFact,Ontology-zebrafish_anatomy.obo_ontology.ont,2196,1067
Fl0wer,Ontology-cell.obo_ontology.ont,838,102
Hermit,Ontology-cell.obo_ontology.ont,838,62
Openllet,Ontology-cell.obo_ontology.ont,838,165
JFact,Ontology-cell.obo_ontology.ont,838,296
Fl0wer,Ontology-cell.obo_ontology.ont,838,68
Hermit,Ontology-cell.obo_ontology.ont,838,58
Openllet,Ontology-cell.obo_ontology.ont,838,166
JFact,Ontology-cell.obo_ontology.ont,838,300
Fl0wer,Ontology-cell.obo_ontology.ont,838,90
Hermit,Ontology-cell.obo_ontology.ont,838,62
Openllet,Ontology-cell.obo_ontology.ont,838,170
JFact,Ontology-cell.obo_ontology.ont,838,293
Fl0wer,Ontology-cell.obo_ontology.ont,838,87
Hermit,Ontology-cell.obo_ontology.ont,838,57
Openllet,Ontology-cell.obo_ontology.ont,838,169
JFact,Ontology-cell.obo_ontology.ont,838,321
Fl0wer,Ontology-cell.obo_ontology.ont,838,75
Hermit,Ontology-cell.obo_ontology.ont,838,62
Openllet,Ontology-cell.obo_ontology.ont,838,169
JFact,Ontology-cell.obo_ontology.ont,838,302
Fl0wer,Ontology-cell.obo_ontology.ont,838,95
Hermit,Ontology-cell.obo_ontology.ont,838,57
Openllet,Ontology-cell.obo_ontology.ont,838,163
JFact,Ontology-cell.obo_ontology.ont,838,310
Fl0wer,Ontology-cell.obo_ontology.ont,838,80
Hermit,Ontology-cell.obo_ontology.ont,838,57
Openllet,Ontology-cell.obo_ontology.ont,838,163
JFact,Ontology-cell.obo_ontology.ont,838,311
Fl0wer,Ontology-cell.obo_ontology.ont,838,102
Hermit,Ontology-cell.obo_ontology.ont,838,58
Openllet,Ontology-cell.obo_ontology.ont,838,170
JFact,Ontology-cell.obo_ontology.ont,838,298
Fl0wer,Ontology-cell.obo_ontology.ont,838,77
Hermit,Ontology-cell.obo_ontology.ont,838,58
Openllet,Ontology-cell.obo_ontology.ont,838,164
JFact,Ontology-cell.obo_ontology.ont,838,288
Fl0wer,Ontology-cell.obo_ontology.ont,838,61
Hermit,Ontology-cell.obo_ontology.ont,838,56
Openllet,Ontology-cell.obo_ontology.ont,838,168
JFact,Ontology-cell.obo_ontology.ont,838,288
Fl0wer,Ontology-cell.obo_ontology.ont,838,67
Hermit,Ontology-cell.obo_ontology.ont,838,61
Openllet,Ontology-cell.obo_ontology.ont,838,165
JFact,Ontology-cell.obo_ontology.ont,838,318
Fl0wer,Ontology-cell.obo_ontology.ont,838,76
Hermit,Ontology-cell.obo_ontology.ont,838,56
Openllet,Ontology-cell.obo_ontology.ont,838,165
JFact,Ontology-cell.obo_ontology.ont,838,290
Fl0wer,Ontology-cell.obo_ontology.ont,838,301
Hermit,Ontology-cell.obo_ontology.ont,838,63
Openllet,Ontology-cell.obo_ontology.ont,838,167
JFact,Ontology-cell.obo_ontology.ont,838,291
Fl0wer,Ontology-cell.obo_ontology.ont,838,67
Hermit,Ontology-cell.obo_ontology.ont,838,60
Openllet,Ontology-cell.obo_ontology.ont,838,167
JFact,Ontology-cell.obo_ontology.ont,838,289
Fl0wer,Ontology-cell.obo_ontology.ont,838,70
Hermit,Ontology-cell.obo_ontology.ont,838,58
Openllet,Ontology-cell.obo_ontology.ont,838,169
JFact,Ontology-cell.obo_ontology.ont,838,323
Fl0wer,Ontology-cell.obo_ontology.ont,838,77
Hermit,Ontology-cell.obo_ontology.ont,838,57
Openllet,Ontology-cell.obo_ontology.ont,838,167
JFact,Ontology-cell.obo_ontology.ont,838,293
Fl0wer,Ontology-cell.obo_ontology.ont,838,67
Hermit,Ontology-cell.obo_ontology.ont,838,58
Openllet,Ontology-cell.obo_ontology.ont,838,165
JFact,Ontology-cell.obo_ontology.ont,838,285
Fl0wer,Ontology-cell.obo_ontology.ont,838,105
Hermit,Ontology-cell.obo_ontology.ont,838,60
Openllet,Ontology-cell.obo_ontology.ont,838,165
JFact,Ontology-cell.obo_ontology.ont,838,319
Fl0wer,Ontology-cell.obo_ontology.ont,838,78
Hermit,Ontology-cell.obo_ontology.ont,838,56
Openllet,Ontology-cell.obo_ontology.ont,838,167
JFact,Ontology-cell.obo_ontology.ont,838,289
Fl0wer,Ontology-cell.obo_ontology.ont,838,80
Hermit,Ontology-cell.obo_ontology.ont,838,58
Openllet,Ontology-cell.obo_ontology.ont,838,164
JFact,Ontology-cell.obo_ontology.ont,838,308
Fl0wer,Ontology-psi-mi.obo_ontology.ont,895,21
Hermit,Ontology-psi-mi.obo_ontology.ont,895,52
Openllet,Ontology-psi-mi.obo_ontology.ont,895,163
JFact,Ontology-psi-mi.obo_ontology.ont,895,243
Fl0wer,Ontology-psi-mi.obo_ontology.ont,895,25
Hermit,Ontology-psi-mi.obo_ontology.ont,895,53
Openllet,Ontology-psi-mi.obo_ontology.ont,895,164
JFact,Ontology-psi-mi.obo_ontology.ont,895,280
Fl0wer,Ontology-psi-mi.obo_ontology.ont,895,19
Hermit,Ontology-psi-mi.obo_ontology.ont,895,53
Openllet,Ontology-psi-mi.obo_ontology.ont,895,165
JFact,Ontology-psi-mi.obo_ontology.ont,895,274
Fl0wer,Ontology-psi-mi.obo_ontology.ont,895,19
Hermit,Ontology-psi-mi.obo_ontology.ont,895,58
Openllet,Ontology-psi-mi.obo_ontology.ont,895,161
JFact,Ontology-psi-mi.obo_ontology.ont,895,267
Fl0wer,Ontology-psi-mi.obo_ontology.ont,895,20
Hermit,Ontology-psi-mi.obo_ontology.ont,895,53
Openllet,Ontology-psi-mi.obo_ontology.ont,895,165
JFact,Ontology-psi-mi.obo_ontology.ont,895,263
Fl0wer,Ontology-psi-mi.obo_ontology.ont,895,17
Hermit,Ontology-psi-mi.obo_ontology.ont,895,52
Openllet,Ontology-psi-mi.obo_ontology.ont,895,164
JFact,Ontology-psi-mi.obo_ontology.ont,895,282
Fl0wer,Ontology-psi-mi.obo_ontology.ont,895,19
Hermit,Ontology-psi-mi.obo_ontology.ont,895,53
Openllet,Ontology-psi-mi.obo_ontology.ont,895,164
JFact,Ontology-psi-mi.obo_ontology.ont,895,313
Fl0wer,Ontology-psi-mi.obo_ontology.ont,895,20
Hermit,Ontology-psi-mi.obo_ontology.ont,895,52
Openllet,Ontology-psi-mi.obo_ontology.ont,895,161
JFact,Ontology-psi-mi.obo_ontology.ont,895,264
Fl0wer,Ontology-psi-mi.obo_ontology.ont,895,19
Hermit,Ontology-psi-mi.obo_ontology.ont,895,57
Openllet,Ontology-psi-mi.obo_ontology.ont,895,162
JFact,Ontology-psi-mi.obo_ontology.ont,895,255
Fl0wer,Ontology-psi-mi.obo_ontology.ont,895,21
Hermit,Ontology-psi-mi.obo_ontology.ont,895,54
Openllet,Ontology-psi-mi.obo_ontology.ont,895,164
JFact,Ontology-psi-mi.obo_ontology.ont,895,280
Fl0wer,Ontology-psi-mi.obo_ontology.ont,895,18
Hermit,Ontology-psi-mi.obo_ontology.ont,895,53
Openllet,Ontology-psi-mi.obo_ontology.ont,895,160
JFact,Ontology-psi-mi.obo_ontology.ont,895,266
Fl0wer,Ontology-psi-mi.obo_ontology.ont,895,18
Hermit,Ontology-psi-mi.obo_ontology.ont,895,53
Openllet,Ontology-psi-mi.obo_ontology.ont,895,166
JFact,Ontology-psi-mi.obo_ontology.ont,895,333
Fl0wer,Ontology-psi-mi.obo_ontology.ont,895,24
Hermit,Ontology-psi-mi.obo_ontology.ont,895,53
Openllet,Ontology-psi-mi.obo_ontology.ont,895,162
JFact,Ontology-psi-mi.obo_ontology.ont,895,265
Fl0wer,Ontology-psi-mi.obo_ontology.ont,895,19
Hermit,Ontology-psi-mi.obo_ontology.ont,895,53
Openllet,Ontology-psi-mi.obo_ontology.ont,895,161
JFact,Ontology-psi-mi.obo_ontology.ont,895,253
Fl0wer,Ontology-psi-mi.obo_ontology.ont,895,18
Hermit,Ontology-psi-mi.obo_ontology.ont,895,53
Openllet,Ontology-psi-mi.obo_ontology.ont,895,162
JFact,Ontology-psi-mi.obo_ontology.ont,895,267
Fl0wer,Ontology-psi-mi.obo_ontology.ont,895,18
Hermit,Ontology-psi-mi.obo_ontology.ont,895,52
Openllet,Ontology-psi-mi.obo_ontology.ont,895,160
JFact,Ontology-psi-mi.obo_ontology.ont,895,289
Fl0wer,Ontology-psi-mi.obo_ontology.ont,895,21
Hermit,Ontology-psi-mi.obo_ontology.ont,895,59
Openllet,Ontology-psi-mi.obo_ontology.ont,895,263
JFact,Ontology-psi-mi.obo_ontology.ont,895,246
Fl0wer,Ontology-psi-mi.obo_ontology.ont,895,20
Hermit,Ontology-psi-mi.obo_ontology.ont,895,53
Openllet,Ontology-psi-mi.obo_ontology.ont,895,163
JFact,Ontology-psi-mi.obo_ontology.ont,895,282
Fl0wer,Ontology-psi-mi.obo_ontology.ont,895,19
Hermit,Ontology-psi-mi.obo_ontology.ont,895,53
Openllet,Ontology-psi-mi.obo_ontology.ont,895,163
JFact,Ontology-psi-mi.obo_ontology.ont,895,264
Fl0wer,Ontology-psi-mi.obo_ontology.ont,895,18
Hermit,Ontology-psi-mi.obo_ontology.ont,895,57
Openllet,Ontology-psi-mi.obo_ontology.ont,895,164
JFact,Ontology-psi-mi.obo_ontology.ont,895,258
Fl0wer,Ontology-adult_mouse_anatomy.obo_ontology.ont,2753,110
Hermit,Ontology-adult_mouse_anatomy.obo_ontology.ont,2753,162
Openllet,Ontology-adult_mouse_anatomy.obo_ontology.ont,2753,380
JFact,Ontology-adult_mouse_anatomy.obo_ontology.ont,2753,1371
Fl0wer,Ontology-adult_mouse_anatomy.obo_ontology.ont,2753,218
Hermit,Ontology-adult_mouse_anatomy.obo_ontology.ont,2753,121
Openllet,Ontology-adult_mouse_anatomy.obo_ontology.ont,2753,244
JFact,Ontology-adult_mouse_anatomy.obo_ontology.ont,2753,1285
Fl0wer,Ontology-adult_mouse_anatomy.obo_ontology.ont,2753,240
Hermit,Ontology-adult_mouse_anatomy.obo_ontology.ont,2753,214
Openllet,Ontology-adult_mouse_anatomy.obo_ontology.ont,2753,392
JFact,Ontology-adult_mouse_anatomy.obo_ontology.ont,2753,1246
Fl0wer,Ontology-adult_mouse_anatomy.obo_ontology.ont,2753,156
Hermit,Ontology-adult_mouse_anatomy.obo_ontology.ont,2753,161
Openllet,Ontology-adult_mouse_anatomy.obo_ontology.ont,2753,262
JFact,Ontology-adult_mouse_anatomy.obo_ontology.ont,2753,1333
Fl0wer,Ontology-adult_mouse_anatomy.obo_ontology.ont,2753,196
Hermit,Ontology-adult_mouse_anatomy.obo_ontology.ont,2753,122
Openllet,Ontology-adult_mouse_anatomy.obo_ontology.ont,2753,274
JFact,Ontology-adult_mouse_anatomy.obo_ontology.ont,2753,1249
Fl0wer,Ontology-adult_mouse_anatomy.obo_ontology.ont,2753,134
Hermit,Ontology-adult_mouse_anatomy.obo_ontology.ont,2753,111
Openllet,Ontology-adult_mouse_anatomy.obo_ontology.ont,2753,255
JFact,Ontology-adult_mouse_anatomy.obo_ontology.ont,2753,1282
Fl0wer,Ontology-adult_mouse_anatomy.obo_ontology.ont,2753,272
Hermit,Ontology-adult_mouse_anatomy.obo_ontology.ont,2753,111
Openllet,Ontology-adult_mouse_anatomy.obo_ontology.ont,2753,266
JFact,Ontology-adult_mouse_anatomy.obo_ontology.ont,2753,1246
Fl0wer,Ontology-adult_mouse_anatomy.obo_ontology.ont,2753,312
Hermit,Ontology-adult_mouse_anatomy.obo_ontology.ont,2753,124
Openllet,Ontology-adult_mouse_anatomy.obo_ontology.ont,2753,252
JFact,Ontology-adult_mouse_anatomy.obo_ontology.ont,2753,1310
Fl0wer,Ontology-adult_mouse_anatomy.obo_ontology.ont,2753,288
Hermit,Ontology-adult_mouse_anatomy.obo_ontology.ont,2753,120
Openllet,Ontology-adult_mouse_anatomy.obo_ontology.ont,2753,248
JFact,Ontology-adult_mouse_anatomy.obo_ontology.ont,2753,1352
Fl0wer,Ontology-adult_mouse_anatomy.obo_ontology.ont,2753,222
Hermit,Ontology-adult_mouse_anatomy.obo_ontology.ont,2753,125
Openllet,Ontology-adult_mouse_anatomy.obo_ontology.ont,2753,245
JFact,Ontology-adult_mouse_anatomy.obo_ontology.ont,2753,1265
Fl0wer,Ontology-adult_mouse_anatomy.obo_ontology.ont,2753,206
Hermit,Ontology-adult_mouse_anatomy.obo_ontology.ont,2753,137
Openllet,Ontology-adult_mouse_anatomy.obo_ontology.ont,2753,238
JFact,Ontology-adult_mouse_anatomy.obo_ontology.ont,2753,1309
Fl0wer,Ontology-adult_mouse_anatomy.obo_ontology.ont,2753,158
Hermit,Ontology-adult_mouse_anatomy.obo_ontology.ont,2753,146
Openllet,Ontology-adult_mouse_anatomy.obo_ontology.ont,2753,286
JFact,Ontology-adult_mouse_anatomy.obo_ontology.ont,2753,1319
Fl0wer,Ontology-adult_mouse_anatomy.obo_ontology.ont,2753,187
Hermit,Ontology-adult_mouse_anatomy.obo_ontology.ont,2753,125
Openllet,Ontology-adult_mouse_anatomy.obo_ontology.ont,2753,257
JFact,Ontology-adult_mouse_anatomy.obo_ontology.ont,2753,1269
Fl0wer,Ontology-adult_mouse_anatomy.obo_ontology.ont,2753,122
Hermit,Ontology-adult_mouse_anatomy.obo_ontology.ont,2753,121
Openllet,Ontology-adult_mouse_anatomy.obo_ontology.ont,2753,253
JFact,Ontology-adult_mouse_anatomy.obo_ontology.ont,2753,1220
Fl0wer,Ontology-adult_mouse_anatomy.obo_ontology.ont,2753,219
Hermit,Ontology-adult_mouse_anatomy.obo_ontology.ont,2753,126
Openllet,Ontology-adult_mouse_anatomy.obo_ontology.ont,2753,238
JFact,Ontology-adult_mouse_anatomy.obo_ontology.ont,2753,1233
Fl0wer,Ontology-adult_mouse_anatomy.obo_ontology.ont,2753,248
Hermit,Ontology-adult_mouse_anatomy.obo_ontology.ont,2753,139
Openllet,Ontology-adult_mouse_anatomy.obo_ontology.ont,2753,235
JFact,Ontology-adult_mouse_anatomy.obo_ontology.ont,2753,1209
Fl0wer,Ontology-adult_mouse_anatomy.obo_ontology.ont,2753,294
Hermit,Ontology-adult_mouse_anatomy.obo_ontology.ont,2753,138
Openllet,Ontology-adult_mouse_anatomy.obo_ontology.ont,2753,248
JFact,Ontology-adult_mouse_anatomy.obo_ontology.ont,2753,1326
Fl0wer,Ontology-adult_mouse_anatomy.obo_ontology.ont,2753,263
Hermit,Ontology-adult_mouse_anatomy.obo_ontology.ont,2753,134
Openllet,Ontology-adult_mouse_anatomy.obo_ontology.ont,2753,354
JFact,Ontology-adult_mouse_anatomy.obo_ontology.ont,2753,1341
Fl0wer,Ontology-adult_mouse_anatomy.obo_ontology.ont,2753,210
Hermit,Ontology-adult_mouse_anatomy.obo_ontology.ont,2753,128
Openllet,Ontology-adult_mouse_anatomy.obo_ontology.ont,2753,284
JFact,Ontology-adult_mouse_anatomy.obo_ontology.ont,2753,1325
Fl0wer,Ontology-adult_mouse_anatomy.obo_ontology.ont,2753,131
Hermit,Ontology-adult_mouse_anatomy.obo_ontology.ont,2753,188
Openllet,Ontology-adult_mouse_anatomy.obo_ontology.ont,2753,283
JFact,Ontology-adult_mouse_anatomy.obo_ontology.ont,2753,1394
Fl0wer,Ontology-EMAP.obo_ontology.ont,13731,345
Hermit,Ontology-EMAP.obo_ontology.ont,13731,472
Openllet,Ontology-EMAP.obo_ontology.ont,13731,627
JFact,Ontology-EMAP.obo_ontology.ont,13731,53114
Fl0wer,Ontology-EMAP.obo_ontology.ont,13731,235
Hermit,Ontology-EMAP.obo_ontology.ont,13731,425
Openllet,Ontology-EMAP.obo_ontology.ont,13731,692
JFact,Ontology-EMAP.obo_ontology.ont,13731,54082
Fl0wer,Ontology-EMAP.obo_ontology.ont,13731,376
Hermit,Ontology-EMAP.obo_ontology.ont,13731,480
Openllet,Ontology-EMAP.obo_ontology.ont,13731,642
JFact,Ontology-EMAP.obo_ontology.ont,13731,55264
Fl0wer,Ontology-EMAP.obo_ontology.ont,13731,488
Hermit,Ontology-EMAP.obo_ontology.ont,13731,465
Openllet,Ontology-EMAP.obo_ontology.ont,13731,596
JFact,Ontology-EMAP.obo_ontology.ont,13731,52511
Fl0wer,Ontology-EMAP.obo_ontology.ont,13731,259
Hermit,Ontology-EMAP.obo_ontology.ont,13731,478
Openllet,Ontology-EMAP.obo_ontology.ont,13731,620
JFact,Ontology-EMAP.obo_ontology.ont,13731,53859
Fl0wer,Ontology-EMAP.obo_ontology.ont,13731,243
Hermit,Ontology-EMAP.obo_ontology.ont,13731,413
Openllet,Ontology-EMAP.obo_ontology.ont,13731,602
JFact,Ontology-EMAP.obo_ontology.ont,13731,54200
Fl0wer,Ontology-EMAP.obo_ontology.ont,13731,304
Hermit,Ontology-EMAP.obo_ontology.ont,13731,392
Openllet,Ontology-EMAP.obo_ontology.ont,13731,642
JFact,Ontology-EMAP.obo_ontology.ont,13731,55160
Fl0wer,Ontology-EMAP.obo_ontology.ont,13731,290
Hermit,Ontology-EMAP.obo_ontology.ont,13731,400
Openllet,Ontology-EMAP.obo_ontology.ont,13731,597
JFact,Ontology-EMAP.obo_ontology.ont,13731,50019
Fl0wer,Ontology-EMAP.obo_ontology.ont,13731,239
Hermit,Ontology-EMAP.obo_ontology.ont,13731,441
Openllet,Ontology-EMAP.obo_ontology.ont,13731,634
JFact,Ontology-EMAP.obo_ontology.ont,13731,54784
Fl0wer,Ontology-EMAP.obo_ontology.ont,13731,257
Hermit,Ontology-EMAP.obo_ontology.ont,13731,427
Openllet,Ontology-EMAP.obo_ontology.ont,13731,577
JFact,Ontology-EMAP.obo_ontology.ont,13731,53203
Fl0wer,Ontology-EMAP.obo_ontology.ont,13731,442
Hermit,Ontology-EMAP.obo_ontology.ont,13731,398
Openllet,Ontology-EMAP.obo_ontology.ont,13731,593
JFact,Ontology-EMAP.obo_ontology.ont,13731,53344
Fl0wer,Ontology-EMAP.obo_ontology.ont,13731,417
Hermit,Ontology-EMAP.obo_ontology.ont,13731,434
Openllet,Ontology-EMAP.obo_ontology.ont,13731,597
JFact,Ontology-EMAP.obo_ontology.ont,13731,53021
Fl0wer,Ontology-EMAP.obo_ontology.ont,13731,229
Hermit,Ontology-EMAP.obo_ontology.ont,13731,546
Openllet,Ontology-EMAP.obo_ontology.ont,13731,617
JFact,Ontology-EMAP.obo_ontology.ont,13731,52098
Fl0wer,Ontology-EMAP.obo_ontology.ont,13731,406
Hermit,Ontology-EMAP.obo_ontology.ont,13731,463
Openllet,Ontology-EMAP.obo_ontology.ont,13731,620
JFact,Ontology-EMAP.obo_ontology.ont,13731,53184
Fl0wer,Ontology-EMAP.obo_ontology.ont,13731,291
Hermit,Ontology-EMAP.obo_ontology.ont,13731,485
Openllet,Ontology-EMAP.obo_ontology.ont,13731,608
JFact,Ontology-EMAP.obo_ontology.ont,13731,53287
Fl0wer,Ontology-EMAP.obo_ontology.ont,13731,186
Hermit,Ontology-EMAP.obo_ontology.ont,13731,427
Openllet,Ontology-EMAP.obo_ontology.ont,13731,596
JFact,Ontology-EMAP.obo_ontology.ont,13731,52883
Fl0wer,Ontology-EMAP.obo_ontology.ont,13731,225
Hermit,Ontology-EMAP.obo_ontology.ont,13731,470
Openllet,Ontology-EMAP.obo_ontology.ont,13731,603
JFact,Ontology-EMAP.obo_ontology.ont,13731,53268
Fl0wer,Ontology-EMAP.obo_ontology.ont,13731,427
Hermit,Ontology-EMAP.obo_ontology.ont,13731,434
Openllet,Ontology-EMAP.obo_ontology.ont,13731,621
JFact,Ontology-EMAP.obo_ontology.ont,13731,52746
Fl0wer,Ontology-EMAP.obo_ontology.ont,13731,260
Hermit,Ontology-EMAP.obo_ontology.ont,13731,424
Openllet,Ontology-EMAP.obo_ontology.ont,13731,625
JFact,Ontology-EMAP.obo_ontology.ont,13731,54207
Fl0wer,Ontology-EMAP.obo_ontology.ont,13731,352
Hermit,Ontology-EMAP.obo_ontology.ont,13731,398
Openllet,Ontology-EMAP.obo_ontology.ont,13731,602
JFact,Ontology-EMAP.obo_ontology.ont,13731,54772
Fl0wer,Ontology-MoleculeRoleOntology_222.zip_ontology.ont,8846,202
Hermit,Ontology-MoleculeRoleOntology_222.zip_ontology.ont,8846,335
Openllet,Ontology-MoleculeRoleOntology_222.zip_ontology.ont,8846,461
JFact,Ontology-MoleculeRoleOntology_222.zip_ontology.ont,8846,15026
Fl0wer,Ontology-MoleculeRoleOntology_222.zip_ontology.ont,8846,176
Hermit,Ontology-MoleculeRoleOntology_222.zip_ontology.ont,8846,324
Openllet,Ontology-MoleculeRoleOntology_222.zip_ontology.ont,8846,470
JFact,Ontology-MoleculeRoleOntology_222.zip_ontology.ont,8846,15499
Fl0wer,Ontology-MoleculeRoleOntology_222.zip_ontology.ont,8846,218
Hermit,Ontology-MoleculeRoleOntology_222.zip_ontology.ont,8846,326
Openllet,Ontology-MoleculeRoleOntology_222.zip_ontology.ont,8846,514
JFact,Ontology-MoleculeRoleOntology_222.zip_ontology.ont,8846,15234
Fl0wer,Ontology-MoleculeRoleOntology_222.zip_ontology.ont,8846,163
Hermit,Ontology-MoleculeRoleOntology_222.zip_ontology.ont,8846,333
Openllet,Ontology-MoleculeRoleOntology_222.zip_ontology.ont,8846,468
JFact,Ontology-MoleculeRoleOntology_222.zip_ontology.ont,8846,14547
Fl0wer,Ontology-MoleculeRoleOntology_222.zip_ontology.ont,8846,169
Hermit,Ontology-MoleculeRoleOntology_222.zip_ontology.ont,8846,337
Openllet,Ontology-MoleculeRoleOntology_222.zip_ontology.ont,8846,454
JFact,Ontology-MoleculeRoleOntology_222.zip_ontology.ont,8846,16170
Fl0wer,Ontology-MoleculeRoleOntology_222.zip_ontology.ont,8846,292
Hermit,Ontology-MoleculeRoleOntology_222.zip_ontology.ont,8846,326
Openllet,Ontology-MoleculeRoleOntology_222.zip_ontology.ont,8846,458
JFact,Ontology-MoleculeRoleOntology_222.zip_ontology.ont,8846,15784
Fl0wer,Ontology-MoleculeRoleOntology_222.zip_ontology.ont,8846,298
Hermit,Ontology-MoleculeRoleOntology_222.zip_ontology.ont,8846,340
Openllet,Ontology-MoleculeRoleOntology_222.zip_ontology.ont,8846,478
JFact,Ontology-MoleculeRoleOntology_222.zip_ontology.ont,8846,15004
Fl0wer,Ontology-MoleculeRoleOntology_222.zip_ontology.ont,8846,190
Hermit,Ontology-MoleculeRoleOntology_222.zip_ontology.ont,8846,333
Openllet,Ontology-MoleculeRoleOntology_222.zip_ontology.ont,8846,473
JFact,Ontology-MoleculeRoleOntology_222.zip_ontology.ont,8846,15215
Fl0wer,Ontology-MoleculeRoleOntology_222.zip_ontology.ont,8846,258
Hermit,Ontology-MoleculeRoleOntology_222.zip_ontology.ont,8846,341
Openllet,Ontology-MoleculeRoleOntology_222.zip_ontology.ont,8846,443
JFact,Ontology-MoleculeRoleOntology_222.zip_ontology.ont,8846,14935
Fl0wer,Ontology-MoleculeRoleOntology_222.zip_ontology.ont,8846,270
Hermit,Ontology-MoleculeRoleOntology_222.zip_ontology.ont,8846,327
Openllet,Ontology-MoleculeRoleOntology_222.zip_ontology.ont,8846,498
JFact,Ontology-MoleculeRoleOntology_222.zip_ontology.ont,8846,15513
Fl0wer,Ontology-MoleculeRoleOntology_222.zip_ontology.ont,8846,323
Hermit,Ontology-MoleculeRoleOntology_222.zip_ontology.ont,8846,332
Openllet,Ontology-MoleculeRoleOntology_222.zip_ontology.ont,8846,486
JFact,Ontology-MoleculeRoleOntology_222.zip_ontology.ont,8846,14988
Fl0wer,Ontology-MoleculeRoleOntology_222.zip_ontology.ont,8846,222
Hermit,Ontology-MoleculeRoleOntology_222.zip_ontology.ont,8846,356
Openllet,Ontology-MoleculeRoleOntology_222.zip_ontology.ont,8846,447
JFact,Ontology-MoleculeRoleOntology_222.zip_ontology.ont,8846,14392
Fl0wer,Ontology-MoleculeRoleOntology_222.zip_ontology.ont,8846,178
Hermit,Ontology-MoleculeRoleOntology_222.zip_ontology.ont,8846,330
Openllet,Ontology-MoleculeRoleOntology_222.zip_ontology.ont,8846,484
JFact,Ontology-MoleculeRoleOntology_222.zip_ontology.ont,8846,15630
Fl0wer,Ontology-MoleculeRoleOntology_222.zip_ontology.ont,8846,155
Hermit,Ontology-MoleculeRoleOntology_222.zip_ontology.ont,8846,325
Openllet,Ontology-MoleculeRoleOntology_222.zip_ontology.ont,8846,474
JFact,Ontology-MoleculeRoleOntology_222.zip_ontology.ont,8846,15910
Fl0wer,Ontology-MoleculeRoleOntology_222.zip_ontology.ont,8846,189
Hermit,Ontology-MoleculeRoleOntology_222.zip_ontology.ont,8846,331
Openllet,Ontology-MoleculeRoleOntology_222.zip_ontology.ont,8846,463
JFact,Ontology-MoleculeRoleOntology_222.zip_ontology.ont,8846,14543
Fl0wer,Ontology-MoleculeRoleOntology_222.zip_ontology.ont,8846,194
Hermit,Ontology-MoleculeRoleOntology_222.zip_ontology.ont,8846,330
Openllet,Ontology-MoleculeRoleOntology_222.zip_ontology.ont,8846,489
JFact,Ontology-MoleculeRoleOntology_222.zip_ontology.ont,8846,14519
Fl0wer,Ontology-MoleculeRoleOntology_222.zip_ontology.ont,8846,317
Hermit,Ontology-MoleculeRoleOntology_222.zip_ontology.ont,8846,326
Openllet,Ontology-MoleculeRoleOntology_222.zip_ontology.ont,8846,477
JFact,Ontology-MoleculeRoleOntology_222.zip_ontology.ont,8846,15806
Fl0wer,Ontology-MoleculeRoleOntology_222.zip_ontology.ont,8846,163
Hermit,Ontology-MoleculeRoleOntology_222.zip_ontology.ont,8846,324
